Hot Sauce,Ingredients,SHU,Taste,Aroma,Looks,Heat,Label,Capsaicin?,Habanero?,Jalapeno?,Ghost?,Scorpion?,Carolina Reaper?,Cayenne?,Poblano?,Serrano?,Vinegar?,Water?,Oil?,Fruit?,Vegetable?,Sweetener?,Thickener?
Blair's - 16 Million Reserve,Pure Crystal 16 Million Capsaicin,16000000,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blair's - 3 A.M. Reserve,"Natural Pepper Extract, Red Savina Habanero, Cayenne Chilies And Vinegar",2000000,3.5,3.5,4.0,0.1,4.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Klowns On Fire! - Mango Reaper,"Mangos, Key Lime, Lemon Juice, Jalapeno Juice, Honey, Brown Sugar, Cloves, Catsup, Chili Powder, Carolina Reaper Powder, Salt, Pepper, Garlic, Red Onions, Butter",1569300,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
Blair's - Ultra Death Sauce,"Habanero Peppers, Salt, Cayenne Peppers, Natural Flavor, Vinegar, Serrano Peppers, Corn Starch, Garlic, Jolokia Peppers, Spices",1100000,2.8,3.7,3.9,2.5,5.0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
Ass in the Tub - Ghost Pepper Sauce,"Bhut Jolokia (Ghost) Peppers, Carrots, Papayas, Lime Juice, Vinegar, Onions, Passion Fruit, Citric Acid, Garlic, Salt, Xanthan Gum.",1000000,4.9,4.9,4.0,4.9,5.0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
CaJohns - Magma Hot Sauce,"Vinegar, Water, Salt, Oleoresin Of Capsicum",1000000,3.7,4.0,2.5,3.8,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Blair's - 2 A.M. Reserve,"Natural Pepper Extract, Red Savina Habanero, Cayenne Chilies, Vinegar",900000,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CaJohns - Reaper Sling Blade Hot Sauce,"Chile Peppers (Carolina Reaper, Bhut Jolokia), Apple Cider Vinegar, Distilled Vinegar, Tomato Paste, Lemon Juice, Onion, Garlic, Salt, Spices",800000,5.0,5.0,4.4,3.6,4.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
Tropical Pepper Co. - Scorpion Pepper Hot Sauce,"Scorpion Peppers, Water, Salt, Acetic Acid, Xanthan Gum ",780000,5.0,4.0,3.9,5.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
SH' THAT'S HOT! - Carolina Reaper Throat Punch,"Distilled White Vinegar, Carrots, Molasses, Peaches, Water, Carolina Reaper Powder, Salt",750000,5.0,5.0,5.0,5.0,4.4,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
South Devon Chilli Farm - Scorpion Chilli Sauce,"Fresh Scorpion Chillies, Spirit Vinegar, Salt.",700000,4.2,3.5,4.0,4.9,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Mad Dog 357 - Collector's Edition,"Distilled Vinegar, 6 Million Scoville Chile Extract, Evaporated Cane Juice, Fresh Habanero Peppers, Garlic, Onion, 160,000 Scoville Cayenne Pepper, Spices, Xanthan Gum",600000,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Melinda’s - Red Savina Pepper Sauce,"Red Savina Pepper Mash (water, Red Savina Peppers With Seeds), Fresh Carrots, Onions, Lime Juice, Vinegar, Garlic, Salt, Xanthan Gum",577000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Tropical Pepper Co. - Ghost Pepper Naga Jolokia,"Naga Jolokia Peppers, Water, Salt, Acetic Acid, Garlic Pulp, Xanthan Gum",500000,5.0,4.1,4.9,3.2,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Manofuel - Inferno's Ghost Hot Sauce,"Vinegar, Cayenne Pepper Sauce, Extra Virgin Olive Oil, Garlic, Organic Ground Paprikas, Cayenne Pepper, Black Pepper, Salt, Spices, Bhut Jolokia Peppers, Ground Habanero Peppers, Home Grown Habaneros

",500000,4.9,4.9,4.9,5.0,4.9,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Elijah's Xtreme - Ghost Pepper Sauce,"Naga Jolokia Peppers, Habanero Peppers, Water, Tomatoes, Salt, Sugar, Vinegar, Garlic, Roasted Garlic, Onion Powder, Carrots, Lime Juice, Xantham Gum, Passion Fruit Juice",500000,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1
Pika Pika Chili Compositions - Wildberries Scorpion Hot Sauce,"Wild Berries, Trinidad Scorpion Chili, Pear, Shalotts, Garlic, Red Wine Vinegar, Sea Salt, Water.

",250000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
Crazy Bastard Sauce,"Bell Pepper, Tomatillo, Onion, Habanero, Vinegar, Apple, Lime, Garlic, Salt, Pepper",220000,4.0,4.0,4.5,3.5,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Peqqii - Chilito Chiltepe,"Chiltepe/Pekin Peppers, Tomato, Onion, Cilantro",180000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mad Dog - Inferno Reserve,"Red Wine Vinegar, Unsulphuered Molasses, Concentrated Pepper Extract, Garlic, Jalapeno Pepper, Ghost Pepper, Onion, Habanero Extract, Clove, Herbs, Spices, Xanthan Gum",150000,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
Todd's Originals - Inner Beauty Hot Sauce,"Mustard, Distilled Vinegar, Scotch Bonnet Peppers, Papaya Juice, Pineapple Juice, Sugar, Orange Juice, Mango, Vegetable Oil, Honey, Molasses And Spices",150000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
Da' Bomb - Beyond Insanity Hot Sauce,"Habanero Peppers (Habaneros, Salt), Chipotle Purée (Chipotles, Water, Salt, Citric Acid), Water, Orange Juice Concentrate, Natural Pepper Flavoring, Tomato Paste, Potassium Sorbate, Sodium Benzoate (To Preserve Freshness)",135600,3.9,4.6,4.6,4.9,3.9,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Dekker Pepper - Habanero,"Habanero, White Wine Vinegar, Himalayan Salt, Garlic",125000,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SH' THAT'S HOT! - Habanero Hop Infusion,"Carrots, Distilled White Vinegar, Habanero Peppers, Lime Juice, Citra Hops, Garlic, Salt",100000,5.0,5.0,5.0,4.0,4.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SH' THAT'S HOT! - Angry Ginger,"Carrots, Distilled White Vinegar, Habanero Peppers, Lime Juice, Ginger, Garlic, Salt",100000,5.0,5.0,5.0,4.0,5.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pika Este - Hot Pepper Paste,"Fermented Peppers, Lime, Sea Salt, Bonito Flakes, Garlic, Creamed Coconut, Sweet Peppers, Palm Sugar, Roasted Peppers",95000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
de Mars's Rooster Sauce,All Natural ,90000,4.9,5.0,4.9,4.5,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeak - Kmao Sauce,"Dried Thai Peppers, Dried Tien Tsin Peppers, Fish Sauce, Salt, Sugar",90000,4.9,5.0,4.9,4.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dieterich's - Carolina Reaper Sauce,"Fermented Cane Vinegar(water, Sugar Cane Molasses), White Onion, Carrot, Garlic, Ginger, Organic Carolina Reaper Peppers, Corn Oil, Kosher Salt, Pure Golden Brown Sugar, Allspice, Black Pepper, Mustard Powder, Xanthan Gum",70000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
TABASCO® - Scorpion Sauce,"Scorpion Pepper, Distilled Vinegar, Sugar, Guava Puree, Pineapple, Salt, Guava Powder, Pineapple Powder, TABASCO® Brand Pepper Sauce (distilled Vinegar, Red Pepper, Salt).",50000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
Dieterich's - Ghost Pepper Sauce,"Fermented Cane Vinegar(water, Sugar Cane Molasses), White Onion, Carrot, Garlic, Ginger, Organic Carolina Reaper Peppers, Corn Oil, Kosher Salt, Pure Golden Brown Sugar, Allspice, Black Pepper, Mustard Powder, Xanthan Gum",50000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1
Dave's Total Insanity Hot Sauce,"Vinegar, Water, Lime Juice, Hot Pepper Extract, Onion, Red Hot Chiles, Garlic, Jalapeno Peppers, Sugar",48700,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
Heatonist - Los Calientes,"Green Serrano, Applewood Smoked  Green Serrano, Orange Habanero, Apple Cider, Apricot, Apple Cider Vinegar, Lemon Juice, Tomatillo, Agave Nectar, Water, Garlic, Salt, Toasted Onion, Cumin, Culantro, Black Pepper, Celery Seed",36000,5.0,4.7,3.3,3.6,3.7,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0
El Yucateco - Kutbil-Ik,"Habanero Pepper, Vinegar, Tomato, Salt, Spices, 0.1 Percent Sodium Benzoate As Preservative",11600,5.0,5.0,5.0,4.1,4.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pain Is Good  - Habanero Pepper Sauce," Habanero Peppers, Vinegar, Water, Mustard, Carrots, Garlic, Onion Powder, Salt, Ascorbic Acid, Natural Thickener, Turmeric.",10000,4.7,4.0,4.3,3.0,3.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
El Yucateco - Salsa Picante de Chile Habanero Green,"Green Habanero, Water, Salt, Garlic, Spices. ",9000,4.5,4.0,4.0,3.5,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lovestuff: Five Pepper Sauce,"Green Peppers, Distilled Vinegar, Lemon Juice, Salt, Garlic, Sugar, Spices, Ginger, Juniper Berries",8000,4.8,4.5,4.4,4.5,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TABASCO® Hot Habanero Sauce,"Distilled Vinegar, Habanero Pepper, Cane Sugar, Tabasco Brand Pepper Sauce (Distilled Vinegar, Red Pepper, Salt), Salt, Mango Puree, Dehydrated Onion, Banana Puree, Tomato Paste, Tamarind Puree, Papaya Puree, Spices, Garlic, Tabasco Pepper Mash",7000,5.0,4.0,5.0,3.4,4.5,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
El Yucateco - Salsa Picante de Chile Habanero Red,"Red Habanero Pepper, Water, Tomato, Salt, Spices, Acetic Acid, FD And C Red 40, Sodium Benzoate As A Preservative. ",5000,4.3,3.0,4.0,4.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
El Yucateco - Caribbean Habanero,"Water, Habanero Pepper, Carrot, Salt, Spices, Acetic Acid, Onion Powder, Citric Acid, Xanthan Gum, Potassium Sorbate, Citric Acid, Calcium Disodium EDTA. ",5000,5.0,4.2,4.5,4.6,3.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Pantry by Nature - Tiger Sate: Hot,"Fresh Lemongrass, Garlic, Habanero Or Jalapeno, Extra Light Olive Oil, Red Pepper Flakes, Paprika, Cayenne Pepper, Sugar, Salt",5000,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Cholula - Chili Garlic Hot Sauce,"Water, Salt, Dried Peppers (Arbol And Piquin), Vinegar, Garlic, Spices, Natural Flavors, Xanthan Gum, Dried Garlic ",3600,3.8,3.0,4.0,0.5,3.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Cholula Original Hot Sauce,"Water, Peppers (Arbol And Piquin), Salt, Vinegar, Spices, Xanthan Gum",3600,0.1,0.1,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
El Yucateco - Chipotle,"Chipotle Peppers, Water, Fructose, Salt, Spices, Acetic Acid, 0.1 Percent Of Sodium Benzoate",3000,4.6,4.4,4.0,2.8,3.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SH' THAT'S HOT! - Mariachi Ninja,"Jalapeno Peppers, Lime Juice, Peas, Distilled White Vinegar, Blue Agave Syrup, Matcha Green Tea Powder",3000,5.0,5.0,5.0,2.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
Moe Mountain Hot Sauce,"Tomato,  Apple Cider Vinegar, Corn Starch,  Salt, Cocoa Powder, Garlic, Fresh Lemon, Ghost Peppers, Spices",3000,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Tabanero - Hot Sauce Pìcante ,"Select Habanero Peppers, Carrots, Onions, Key Lime Juice, Agave Nectar, Garlic, Salt, Grapefruit Seed Extract",3000,4.8,4.0,3.7,3.0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Tapatío - Salsa Picante Hot Sauce,"Water, Red Peppers, Salt, Spices, Garlic, Acetic Acid, Xanthun Gum, Sodium Benzoate As A Preservative",3000,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TABASCO® Original Pepper Sauce ,"Aged Red Peppers, Salt, Vinegar",2500,4.5,4.5,4.5,3.0,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TRUFF Hot Sauce,"TRUFF® Chili Blend (Red Chili Peppers, Vinegar, Organic Sugar, Garlic, Salt And Black Truffle), Organic Agave Nectar, Olive Oil Infused With Black Truffle Essence, Lycopene And Glycerin (for Color), Organic Cumin, Xanthan Gum",2500,4.5,5.0,5.0,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
Smack My Sweet Ass &amp; Call Me Sally Sweet Chili Hot Sauce,"Sugar, Water, Chili Peppers, Distilled Vinegar, Garlic, Salt And Natural Vegetable Gums",2365,4.9,3.6,4.0,1.0,3.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Huy Fong - Sriracha Hot Chili Sauce ,"Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum ",2200,3.9,3.0,2.9,2.3,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Valentina - Salsa Muy Picante (Black Label),"Water, Chili Peppers, Vinegar, Salt, Spices, Sodium Benzoate (As A Preservative)",2100,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Frank's RedHot XTRA Hot Cayenne,"Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder",2085,4.9,2.1,4.9,3.1,3.6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
TABASCO® Chipotle Pepper Sauce,"Chipotle Peppers (25-30%), Distilled Vinegar (wheat), Water, Salt, Sugar, Onion Powder, Garlic Powder, Spices, Natural Flavour, Tabasco Brand Pepper Pulp (distilled Vinegar (wheat), Red Pepper, Salt) ",2000,4.9,4.1,4.0,3.1,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"SH' THAT'S HOT! - Fresno, Fres-Yes.","Tomatoes, Lime Juice, Fresno Peppers, Distilled White Vinegar, Tamarind Paste, Blue Agave Syrup, Garlic, Celery Salt",1500,4.9,5.0,4.0,2.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Pallotta Hot - Original Pepper Sauce,"Long Hot Peppers, Tomatoes, Garlic, Spices",1500,5.0,4.6,5.0,2.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shark Brand - Thai Sriracha Sauce ,"Chilli, Water, Sugar, Garlic, Salt, Vinegar",1200,4.4,4.5,4.3,2.0,4.3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
TABASCO® Green Jalapeno Pepper Sauce,"Distilled Vinegar, Jalapeno Pepper, Water, Salt, Corn Starch, Xanthan Gum, Ascorbic Acid ",900,5.0,5.0,5.0,1.0,5.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Texas Pete Hot Sauce (Original),"Peppers, Vinegar, Salt, Xanthan Gum, Benzoate Of Soda (to Preserve Freshness And Flavor)",747,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Frank's RedHot Original Cayenne,"Aged Cayenne Red Peppers, Vinegar, Water, Salt, Garlic Powder",499,0.2,1.0,4.0,0.2,1.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Bootlikker Hot Sauce,"Cayenne Pepper, Tequila, Pickled Jalapenos",4,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Louisiana Gold - Green Sauce,"Jalapeno Peppers, Tabasco Peppers, Spirit Vinegar, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Burning Desire - Burning Temptations: Chipotle Hot Sauce,"Flame Roasted Habaneros, Red Peppers, Onion, Celery, Lemon Juice, Red Wine Vinegar, Dates, Dark Muscovado Sugar, Spices",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Blair's - Original Death Hot Sauce,"Red Habaneros, Orange Habaneros, Vinegar, Fresh Cayenne, Smashed Garlic, Chipotle, Lime Juice, Cilantro, Fresh Herbs And Spices",0,5.0,5.0,5.0,4.0,5.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Original ""Louisiana"" Brand Hot Sauce ","Aged Cayenne Peppers, Vinegar, Salt",0,4.9,4.4,3.3,4.0,3.9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Alvin's - Red Pepper Hot Sauce,"Scotch Bonnet Peppers (Red &amp; Yellow), Papaya, Vinegar, Mustard Paste, Garlic, Salt, Chandon Bene (Culantro), Sodium Benzoate (as A Preservative), EDTA (as A Stabilizer), FD&amp;C Yellow #5, (Contains Soy Bean Oil)",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Dragon's Blood Elixir,"Red Savina Habaneros, Other Habaneros, Fire Roasted Salsa (tomatoes, Jalapenos, Onions, Garlic, Salt, Citric Acid), Apple Cider, Apple Cider Vinegar, Apple Puree, Balsamic Vinegar, Sea Salt ",0,4.5,4.0,3.0,3.2,4.8,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Steve &amp; Ed's - Original Louisiana Hot Sauce,"Aged Peppers, Vinegar, Salt, Xanthum Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
La Casita Hot Sauce - Esmeralda's Verde Tomatillo Salsa,"Tomatoes, Tomato Juice, Tomato Paste, Water, Serrano Peppers, Salt, Cilantro, Garlic, Citric Acid, Spices, Tomato Fiber, Calcium Chloride, Natural Flavors",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Crystal Hot Sauce ,"AGED RED CAYENNE PEPPERS, DISTILLED VINEGAR, SALT",0,4.4,4.0,4.0,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World Famous Hot Sauce - Black Eye: Scotch Bonnet Mustard,"Water, Scotch Bonnet Peppers, Yellow Mustard, Carrots, Turmeric Root, Distilled Vinegar, Onions, Garlic, Himalayan Pink Sea Salt, Horseradish",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
Yeo's - Hot Chili Sauce,"Water, Chilli (25%), Sugar, Garlic, Modified Corn Starch, Flavouring, Salt, Acetic Acid",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Dirty Dick's - Hot Pepper Sauce with a Tropical Twist,"Habanero Peppers, Mangoes, Pineapple, Vinegar, Bananas, Brown Sugar, Raisins, Onions, Garlic, Salt, Spices",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
King Kampong Koh - Chilli Garlic Sauce,"Chilli, Sugar, Water, Salt, Garlic, Starch (E1422), Acid (E260), Preservative (E211, SULPHITES) ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Volcanic Peppers - Spicy Curry Sauce,"Aleppo Peppers, Coconut Milk (Water, Coconut Milk, Maltodextrin, Sodium Caseinate), Rice Vinegar, Sugar, Salt, Volcanic Peppers Curry Powder (Aromatic Spices, Yellow Bhut Jolokia And Aji Panca Peppers, Garlic, Turmeric, And Black Pepper). Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
Tower Mas - Fresh Garlic Chilli Sauce ,"Chillies, Garlic, Sugar, Salt, Vinegar ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Jersey Barnfire - Smoked Ghost Taco,"Tomatoes, White Vinegar, Water, Apple Cider Vinegar, Sugar, Smoked Ghost Pepper, Salt, Spice, Garlic Powder, Onion Powder, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
Cholula - Green Pepper Sauce,"Jalapeno Pepper, Water, Sugar, Salt, Poblano Pepper, Acetic Acid, Garlic Powder, Jalapeno Powder, Xantham Gum, Poblano Pepper Flavor, Sodium Benzoate, Sodium Metabisulfite",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
A Kick in the Boots - Chipotle Pepper Sauce,"Distilled Vinegar, Water, Chipotles, Dried Minced Garlic, Salt,Raisins, Dried Lime Juice (maltodextrin, lime Juice, Lime Oil)",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
CaJohns - Krakatoa! Pure Red Savina Habanero Mash,"Red Savina, Habanero Chiles, And Vinegar.",0,4.5,4.1,4.0,2.0,4.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Oaked Arrogant Bastard Ale Hot Sauce,"Water, OAKED ARROGANT BASTARD ALE, Tomatoe Paste, Vinegar, Honey, Lemon Juice, Evaporated Cane Juice, Salt, Garlic Powder, Crushed Red Peppers, Casicum, Chipotle Pepper Powder, Soybean Oil, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Dawson’s Hot Sauce - Original Hot,"Habanero, Vinegar, Brown Sugar, Extra Virgin Olive Oil, Garlic, Sea Salt",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Cholula - Chili Lime Hot Sauce,"Water, Salt, Dried Peppers (Arbol And Piquin), Vinegar, Garlic, Spices, Natural Flavors, Xanthan Gum, Dried Garlic
	
	",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Arrogant Bastard Ale Jalapeno Heat Hot Sauce,"Arrogant Bastard Ale, Tomato Paste, Vinegar, Honey, Lemon Juice, Evaporated Cane Juice, Salt, Garlic Powder, Crushed Red Peppers, Capsicum, Jalapeno Powder, Soybean Oil.",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0
Horseshoe Brand - Kiwi Jalapeno Hot Sauce,"Kiwi Fruit Puree, Jalapeno Pepper Mash (Peppers, Salt), Onion Puree (Onions, Citric Acid), Vinegar, Garlic, Salt, Cilantro, Agave Nectar",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0
Cholula - Chipotle Hot Sauce,"Water, Vinegar (white And Apple), Sugar, Peppers (chipotle, Guajillo, Arbol And Piquin), Salt, Natural Flavors, Spices, Xanthan Gum, Silicon Dioxide, Citric Acid,caramel",0,3.8,4.5,4.7,1.0,4.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Double Bastard Double Burn Habanero Sauce ,"Water, Double Bastard Ale, Tomato Paste, Vinegar, Honey, Lemon Juice, Evaporated Cane Juice, Salt, Garlic Powder, Crushed Red Peppers, Capsicum, Habanero Pepper Powder, Soybean Oil, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Hoff &amp; Pepper - Hoff Sauce,"Red Jalapeno, Habanero, Chipotle, Salt, Vinegar, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Horsetooth Hot Sauce - Rubin's Red,"Distilled White Vinegar, Cayenne Peppers, Garlic, Onions, Salt, Black Pepper, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Char Man Brand - Verde Hot Sauce,"Distilled Vinegar, Hot Peppers, Cane Sugar, Lemon Juice, Dried Garlic, Dried Onion, Salt, Pepper, Xanthan Gun, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Horsetooth Hot Sauce - Smokestack Lightning,"Distilled White Vinegar, Chipotle Peppers, Cayenne Peppers, Garlic, Onions, Salt, Black Pepper, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
Domaine Britannia Mills - Chaude Boucane Extreme,"Smoked Peppers, Lemon Juice, Cider Vinegar, Smoked Garlic, Onions, Spices, Maple Sugar, Pink Himalayan Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Endorphin Rush Beyond Hot Sauce,"Tomato Paste, Water, Pepper Extract, Vinegar, Sugar, Molasses, Soy Sauce",0,4.0,5.0,3.5,4.0,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Horsetooth Hot Sauce - The 'O' Face,"Distilled White Vinegar, Orange Habaneros, Cantaloupe, Carrots, Garlic, Onion, Salt, Black Pepper, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Dat’s Nice - Datil Pepper Chickin Dippin’ Sauce,"Mustard (Distilled Vinegar, Water, No 1 Grade Mustard Seed, Salt, Turmeric, Paprika, Spice, Natural Flavors And Garlic Powder), Apple Cider Vinegar, Brown Sugar (Cane Sugar And Molasses), Water, Sugar, Tomato Paste, Distilled Vinegar, Datil Peppers, Salt, Garlic, Onion Powder, Xanthan Gum, Garlic Powder",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Horsetooth Hot Sauce - The Green,"Distilled White Vinegar, Green Habaneros, Serranos,Tomatillos, Garlic, Onions, Salt, Black Pepper, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
